name,identifier,setIdentifiers,sets,rarity,class,talent,type,actionSubType,equipmentType,resourceSubType,tokenSubType,weaponType,handsRequired,pitch,cost,power,defense,specialCost,specialPower,specialDefense,hero,young,health,intellect,keywords,earthFusion,iceFusion,lightningFusion,specialization,bannedFormats,functionalText,typeText,imageUrl
Crush Confidence,crush-confidence-yellow,WTR064,WelcomeToRathe,Common,Guardian,NotTalented,Action,Attack,,,,,,2,3,6,3,,,,,,,,Crush,,,,,,**Crush** - If Crush Confidence deals 4 or more damage to a hero they lose all hero card effects and activated abilities until the end of their next turn. *(Treat the hero card as if the text box is empty)*,Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_64.width-450.png
Crush Confidence,crush-confidence-blue,WTR065,WelcomeToRathe,Common,Guardian,NotTalented,Action,Attack,,,,,,3,3,5,3,,,,,,,,Crush,,,,,,**Crush** - If Crush Confidence deals 4 or more damage to a hero they lose all hero card effects and activated abilities until the end of their next turn. *(Treat the hero card as if the text box is empty)*,Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_65.width-450.png
Debilitate,debilitate-red,WTR066,WelcomeToRathe,Common,Guardian,NotTalented,Action,Attack,,,,,,1,4,8,3,,,,,,,,Crush,,,,,,"**Crush** - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2{p}.",Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_66.width-450.png
Debilitate,debilitate-yellow,WTR067,WelcomeToRathe,Common,Guardian,NotTalented,Action,Attack,,,,,,2,4,7,3,,,,,,,,Crush,,,,,,"**Crush** - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2{p}.",Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_67.width-450.png
Debilitate,debilitate-blue,WTR068,WelcomeToRathe,Common,Guardian,NotTalented,Action,Attack,,,,,,3,4,6,3,,,,,,,,Crush,,,,,,"**Crush** - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2{p}.",Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_68.width-450.png
Emerging Power,emerging-power-red,WTR069,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,1,2,,3,,,,,,,,GoAgain,,,,,,"**Go again**

At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +3{p}.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_69.width-450.png
Emerging Power,emerging-power-yellow,WTR070,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,2,2,,3,,,,,,,,GoAgain,,,,,,"**Go again**

At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +2{p}.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_70.width-450.png
Emerging Power,emerging-power-blue,WTR071,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,3,2,,3,,,,,,,,GoAgain,,,,,,"**Go again**

At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +1{p}.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_71.width-450.png
Stonewall Confidence,stonewall-confidence-red,WTR072,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,1,2,,3,,,,,,,,GoAgain,,,,,,"*(Auras stay in the arena until they are destroyed.)*

**Go again**

While Stonewall Confidence is in the arena, cards you control with cost 3 or greater gain +4{d}

At the beginning of your action phase, destroy Stonewall Confidence.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_72.width-450.png
Stonewall Confidence,stonewall-confidence-yellow,WTR073,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,2,2,,3,,,,,,,,GoAgain,,,,,,"*(Auras stay in the arena until they are destroyed.)*

**Go again**

While Stonewall Confidence is in the arena, cards you control with cost 3 or greater gain +3{d}

At the beginning of your action phase, destroy Stonewall Confidence.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_73.width-450.png
Stonewall Confidence,stonewall-confidence-blue,WTR074,WelcomeToRathe,Common,Guardian,NotTalented,Action,Aura,,,,,,3,2,,3,,,,,,,,GoAgain,,,,,,"*(Auras stay in the arena until they are destroyed.)*

**Go again**

While Stonewall Confidence is in the arena, cards you control with cost 3 or greater gain +2{d}

At the beginning of your action phase, destroy Stonewall Confidence.",Guardian Action – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_74.width-450.png
Seismic Surge,seismic-surge,"WTR075, CRU044, ELE212, EVR036","WelcomeToRathe, CrucibleOfWar, TalesOfAria, Everfest",Token,Guardian,NotTalented,Token,,,,Aura,,,,,,,,,,,,,,,,,,,,"At the beginning of your action phase, destroy Seismic Surge then the next Guardian attack action card you play this turn costs {r} less to play.",Guardian Token – Aura,https://storage.googleapis.com/fabmaster/media/images/WTR_75.width-450.png
"Katsu, the Wanderer",katsu-the-wanderer,"HER003, HER023, WTR076, CRU045","HeroDeck, HeroDeck, WelcomeToRathe, CrucibleOfWar",Token,Ninja,NotTalented,Hero,,,,,,,,,,,,,,Katsu,,40,4,,,,,,,"The first time an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with **combo**, banish it face up, then shuffle your deck. You may play it this turn",Ninja Hero,https://storage.googleapis.com/fabmaster/media/images/HER003-P.width-450.png
Katsu,katsu,"HER007, HER056, WTR077","HeroDeck, HeroDeck, WelcomeToRathe",Token,Ninja,NotTalented,Hero,,,,,,,,,,,,,,Katsu,TRUE,20,4,,,,,,,"The first time an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with **combo**, banish it face up, then shuffle your deck. You may play it this turn",Ninja Hero – Young,https://storage.googleapis.com/fabmaster/media/images/HER007-P.width-450.png
Harmonized Kodachi,harmonized-kodachi,"LGS003, WTR078, CRU048, CRU049","Promos, WelcomeToRathe, CrucibleOfWar, CrucibleOfWar",Token,Ninja,NotTalented,Weapon,,,,,Dagger,OneHanded,,,,,,,,,,,,GoAgain,,,,,,"**Once per Turn Action** - {r}: **Attack**

If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains **go again.**",Ninja Weapon – Dagger (1H),https://storage.googleapis.com/fabmaster/media/images/LGS003-P.width-450.png
Mask of Momentum,mask-of-momentum,"FAB005, WTR079","Promos, WelcomeToRathe",Legendary,Ninja,NotTalented,Equipment,,Head,,,,,,,,2,,,,,,,,BladeBreak,,,,,,"**Once per Turn Effect** - When an attack action card you control is the third or higher chain link in a row to hit, draw a card.

**Blade Break** *(If you defend with Mask of Momentum, destroy it when the combat chain closes.)*",Ninja Equipment – Head,https://storage.googleapis.com/fabmaster/media/images/FAB005-P.width-450.png
Breaking Scales,breaking-scales,WTR080,WelcomeToRathe,Common,Ninja,NotTalented,Equipment,,Arms,,,,,,,,1,,,,,,,,Battleworn,,,,,,"**Attack Reaction** - Destroy Breaking Scales: Target attack action card with **combo** gains +1{p}.

**Battleworn** *(If you defend with Breaking Scales, put a -1{d} counter on it when the combat chain closes.)*",Ninja Equipment – Arms,https://storage.googleapis.com/fabmaster/media/images/WTR_80.width-450.png
Lord of Wind,lord-of-wind-blue,WTR081,WelcomeToRathe,Majestic,Ninja,NotTalented,Action,Attack,,,,,,3,0,2,3,,,,,,,,"Specialization, Combo",,,,Katsu,,"**Katsu Specialization** *(You may only have Lord of Wind in your deck if your hero is Katsu.)*

**Combo** - If Mugenshi: RELEASE was the last attack this combat chain, you may pay X resource points as an additional cost to play Lord of Wind. If you do, shuffle X target cards named Surging Strike, Whelming Gustwave and/or Mugenshi: RELEASE from your graveyard into your deck, then lord of Wind gains +X{p}.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_81.width-450.png
Ancestral Empowerment,ancestral-empowerment-red,WTR082,WelcomeToRathe,Majestic,Ninja,NotTalented,AttackReaction,Attack,,,,,,1,0,,3,,,,,,,,,,,,,,"Target Ninja attack action card gains +1{p}.

Draw a card.",Ninja – Attack Reaction,https://storage.googleapis.com/fabmaster/media/images/WTR_82.width-450.png
Mugenshi: RELEASE,mugenshi-release-yellow,WTR083,WelcomeToRathe,SuperRare,Ninja,NotTalented,Action,Attack,,,,,,2,1,4,3,,,,,,,,"Specialization, Combo, GoAgain",,,,Katsu,,"**Katsu Specialization** *(You may only have Mugenshi: RELEASE in your deck if your hero is Katsu.)*

**Combo** - *If Whelming Gustwave was the last attack this combat chain, Mugenshi: RELEASE gains +1{p}, **go again**, and “If this hits, search your deck for any number of cards named Lord of Wind, reveal them, put them into your hand, then shuffle your deck.”*",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_83.width-450.png
Hurricane Technique,hurricane-technique-yellow,WTR084,WelcomeToRathe,SuperRare,Ninja,NotTalented,Action,Attack,,,,,,2,1,4,3,,,,,,,,"Combo, GoAgain",,,,,,"**Combo** - If Rising Knee Thrust was the last attack this combat chain, Hurricane Technique gains +1{p}, **go again**, and “If Hurricane Technique hits, put it into your hand.”",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_84.width-450.png
Pounding Gale,pounding-gale-red,WTR085,WelcomeToRathe,SuperRare,Ninja,NotTalented,Action,Attack,,,,,,1,1,5,3,,,,,,,,Combo,,,,,,"**Combo** - If Open the Center was the last attack this combat chain, Pounding Gale gains “If Pounding Gale would deal damage to a hero, instead it deals double that much damage”",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_85.width-450.png
Fluster Fist,fluster-fist-red,WTR086,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,1,0,4,3,,,,,,,,Combo,,,,,,"**Combo** - If Open the Center was the last attack this combat chain, Fluster Fist gains +1{p} for each attack that has hit this combat chain.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_86.width-450.png
Fluster Fist,fluster-fist-yellow,WTR087,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,2,0,3,3,,,,,,,,Combo,,,,,,"**Combo** - If Open the Center was the last attack this combat chain, Fluster Fist gains +1{p} for each attack that has hit this combat chain.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_87.width-450.png
Fluster Fist,fluster-fist-blue,WTR088,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,3,0,2,3,,,,,,,,Combo,,,,,,"**Combo** - If Open the Center was the last attack this combat chain, Fluster Fist gains +1{p} for each attack that has hit this combat chain.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_88.width-450.png
Blackout Kick,blackout-kick-red,WTR089,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,1,1,4,3,,,,,,,,Combo,,,,,,"**Combo** - If Rising Knee Thrust was the last attack this combat chain, Blackout Kick gains +3{p}.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_89.width-450.png
Blackout Kick,blackout-kick-yellow,WTR090,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,2,1,3,3,,,,,,,,Combo,,,,,,"**Combo** - If Rising Knee Thrust was the last attack this combat chain, Blackout Kick gains +3{p}.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_90.width-450.png
Blackout Kick,blackout-kick-blue,WTR091,WelcomeToRathe,Rare,Ninja,NotTalented,Action,Attack,,,,,,3,1,2,3,,,,,,,,Combo,,,,,,"**Combo** - If Rising Knee Thrust was the last attack this combat chain, Blackout Kick gains +3{p}.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_91.width-450.png
Flic Flak,flic-flak-red,WTR092,WelcomeToRathe,Rare,Ninja,NotTalented,DefenseReaction,,,,,,,1,0,,4,,,,,,,,,,,,,,"If the next card you defend with this turn is a card with **combo**, it gains +2{d}.",Ninja – Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/WTR_92.width-450.png
Flic Flak,flic-flak-yellow,WTR093,WelcomeToRathe,Rare,Ninja,NotTalented,DefenseReaction,,,,,,,2,0,,3,,,,,,,,,,,,,,"If the next card you defend with this turn is a card with **combo**, it gains +2{d}.",Ninja – Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/WTR_93.width-450.png
Flic Flak,flic-flak-blue,WTR094,WelcomeToRathe,Rare,Ninja,NotTalented,DefenseReaction,,,,,,,3,0,,2,,,,,,,,,,,,,,"If the next card you defend with this turn is a card with **combo**, it gains +2{d}.",Ninja – Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/WTR_94.width-450.png
Open the Center,open-the-center-red,WTR095,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,1,2,5,3,,,,,,,,"Combo, GoAgain, Dominate",,,,,,"**Combo** - If Head Jab was the last attack this combat chain, Open the Center gains +1{p}, **go again**, and **dominate**. *(The defending hero can't defend Open the Center with more than 1 card from their hand.)*",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_95.width-450.png
Open the Center,open-the-center-yellow,WTR096,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,2,2,4,3,,,,,,,,"Combo, GoAgain, Dominate",,,,,,"**Combo** - If Head Jab was the last attack this combat chain, Open the Center gains +1{p}, **go again**, and **dominate**. *(The defending hero can't defend Open the Center with more than 1 card from their hand.)*",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_96.width-450.png
Open the Center,open-the-center-blue,WTR097,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,3,2,3,3,,,,,,,,"Combo, GoAgain, Dominate",,,,,,"**Combo** - If Head Jab was the last attack this combat chain, Open the Center gains +1{p}, **go again**, and **dominate**. *(The defending hero can't defend Open the Center with more than 1 card from their hand.)*",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_97.width-450.png
Head Jab,head-jab-red,"LGS017, WTR098","Promos, WelcomeToRathe",Common,Ninja,NotTalented,Action,Attack,,,,,,1,0,3,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/LGS017.width-450.png
Head Jab,head-jab-yellow,"LGS018, WTR099","Promos, WelcomeToRathe",Common,Ninja,NotTalented,Action,Attack,,,,,,2,0,2,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/LGS018.width-450.png
Head Jab,head-jab-blue,"LGS019, WTR100","Promos, WelcomeToRathe",Common,Ninja,NotTalented,Action,Attack,,,,,,3,0,1,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/LGS019.width-450.png
Leg Tap,leg-tap-red,WTR101,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,1,1,4,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_101.width-450.png
Leg Tap,leg-tap-yellow,WTR102,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,2,1,3,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_102.width-450.png
Leg Tap,leg-tap-blue,WTR103,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,3,1,2,2,,,,,,,,GoAgain,,,,,,**Go again**,Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_103.width-450.png
Rising Knee Thrust,rising-knee-thrust-red,WTR104,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,1,0,3,3,,,,,,,,"Combo, GoAgain",,,,,,"**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_104.width-450.png
Rising Knee Thrust,rising-knee-thrust-yellow,WTR105,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,2,0,2,3,,,,,,,,"Combo, GoAgain",,,,,,"**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_105.width-450.png
Rising Knee Thrust,rising-knee-thrust-blue,WTR106,WelcomeToRathe,Common,Ninja,NotTalented,Action,Attack,,,,,,3,0,1,3,,,,,,,,"Combo, GoAgain",,,,,,"**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.",Ninja Action – Attack,https://storage.googleapis.com/fabmaster/media/images/WTR_106.width-450.png
